osm_id,code,fclass,name
11494870308,3100,christian,Veer Church
11495441227,3100,christian,Arc Of deliverance Church
11787436824,3101,christian_anglican,Incarnation Anglican Church
12035246306,3104,christian_lutheran,Fairmount Ministries
12068510351,3100,christian,Free City Church
12092077485,3100,christian,Church of Christ
12155655992,3100,christian,
12156041106,3100,christian,
12156041107,3100,christian,
12156125803,3100,christian,
12156160081,3100,christian,
12156222596,3100,christian,
12156231003,3100,christian,
12156234094,3100,christian,
12156234095,3100,christian,
12156237703,3100,christian,
12169333184,3200,jewish,KU Hillel
12173325779,3100,christian,Pearl Street Reformed Baptist Church
12186204244,3100,christian,
12186248543,3100,christian,
12186397302,3100,christian,
12223045421,3100,christian,New Life Community Church
